Application GUID,Competition domain,Application GUID +competition domain,Application #,Participant First name,Participant Last name,Participant Organization,OverallScoreRank,OverallScoreRankNormalized,SumOfScores,SumOfScoresNormalized,AnonymousJudgeName,TraitScore,TraitScoreNormalized,TraitJudgeComment,Trait,TraitDescription,OverallImpressionScore,OverallImpressionScoreNormalized
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 6,1.1,1.1,Either particular knowledge commercial teacher family Mr when. Eat away return over plan citizen. Hold open travel.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0698,0.0698
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 16,2.3,2.3,Physical knowledge old source these huge. Brother threat wall case partner. Shake although college choice age audience fight. Within always member relationship.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0059,0.0059
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 16,2.9,2.9,Country mention but speech you. Idea listen need. Tv subject expect focus.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0943,0.0943
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 13,2.1,2.1,Stay across power remember doctor identify. Prevent science near challenge method seek edge. Everybody several reveal someone.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0956,0.0956
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 10,4.7,4.7,Marriage fire effort good herself. Type trial city staff begin tend son.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0417,0.0417
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 9,4.5,4.5,Notice simply group environment big next fund. Occur fine player address.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.05,0.05
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 15,0.1,0.1,Think glass necessary employee and. Section matter sort pretty building fine shake.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0967,0.0967
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 8,0.0,0.0,City economy development threat stage crime. Education soldier consumer total goal move sport.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0282,0.0282
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 18,0.5,0.5,Perhaps arrive into although house hour. Treat themselves member trouble pretty building.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0579,0.0579
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 17,4.7,4.7,Audience right go cause. Gas direction family travel.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0023,0.0023
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 20,4.0,4.0,Professor sure one base edge. There low find whatever south special newspaper. Speak write nation arrive great not up. Debate would argue camera to seven identify.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0396,0.0396
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 10,0.0,0.0,Hard dinner sell no up free. Unit network father first decade our political. Traditional method baby development.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0525,0.0525
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 10,3.3,3.3,Late kid simple little part never station. Difficult term degree allow. To pattern budget season week southern he.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0149,0.0149
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 12,0.3,0.3,Key computer force hour. Area baby risk his once.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0173,0.0173
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 3,1.1,1.1,Heavy media sing walk offer. Tell down drop deep old.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0769,0.0769
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 8,3.4,3.4,Explain thought how produce. Heavy member PM body two watch. Role near day never process see.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0129,0.0129
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 7,4.9,4.9,Make participant suffer item exactly. Argue institution whether collection responsibility control enter. American discussion computer forward.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0743,0.0743
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 4,0.3,0.3,Buy example PM agency significant data save. Difficult your discussion represent authority make commercial.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0509,0.0509
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 15,3.9,3.9,Hour sort rich couple care development. Choice bill mother card. Late policy region light religious mean process.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0241,0.0241
85739B3B-15E0-4B8E-8B87-CCA9D14C2247,testdomain,85739B3B-15E0-4B8E-8B87-CCA9D14C2247testdomain,5,Michael,Chavez,"Campbell, Jones and Lopez",88,88,46.1,46.1,Judge 4,2.0,2.0,Item million time keep expect side.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0861,0.0861
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 15,1.2,1.2,East ready allow establish role vote. I assume however that subject box thought. Focus account everybody.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0915,0.0915
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 20,3.6,3.6,Bring successful strategy notice cost. After agent total.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0443,0.0443
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 8,0.4,0.4,Carry radio approach improve morning director. Arrive remain nice movie.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.077,0.077
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 16,2.1,2.1,Skill public official fear grow base break. Computer rich north buy article recently.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0068,0.0068
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 8,1.2,1.2,Too right strategy forget. In certain hundred break chance color.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0193,0.0193
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 7,2.4,2.4,Black play agent sound alone left organization. Age son sit wall leg. Since up somebody wish star. Who toward certain fish between.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0943,0.0943
6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DE,testdomain,6A0DB0F9-63AF-48BB-BCBB-1432CCC0B1DEtestdomain,6,Erica,Reyes,Kim LLC,143,143,48.7,48.7,Judge 9,3.1,3.1,Congress amount TV suffer teach. Mouth decision community heart. Huge head member wrong participant identify.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0934,0.0934
